,source,target,Alignment,Energy_Kcal_Mol,Al_Len,Subject_Identity,Query_Identity,PCC.cor,PCC_magnitude,PCC_direction,p_value
1,Cluster_10452,FUN_001034,ntLink_6:7434577-7465557;2 18;26121 26141,-12.35,16,62.50%,93.75%,0.593082167884125,0.593082167884125,1,5.5086234784058e-05
2,Cluster_10452,FUN_001034,ntLink_6:7434577-7465557;2 18;4883 4903,-12.35,16,62.50%,93.75%,0.593082167884125,0.593082167884125,1,5.5086234784058e-05
3,Cluster_10452,FUN_001034,ntLink_6:7434577-7465557;2 20;24244 24264,-18.65,18,72.22%,77.78%,0.593082167884125,0.593082167884125,1,5.5086234784058e-05
4,Cluster_10452,FUN_001034,ntLink_6:7434577-7465557;2 20;3043 3063,-18.65,18,72.22%,77.78%,0.593082167884125,0.593082167884125,1,5.5086234784058e-05
5,Cluster_10452,FUN_001034,ntLink_6:7434577-7465557;2 21;5023 5045,-20.22,20,65.00%,85.00%,0.593082167884125,0.593082167884125,1,5.5086234784058e-05
6,Cluster_10452,FUN_003854,ntLink_8:16158014-16167448;2 21;1383 1406,-19.26,21,66.67%,71.43%,-0.512303067919774,0.512303067919774,-1,0.000726225997574697
7,Cluster_10452,FUN_011999,ptg000008l:3951376-3955649;2 21;3148 3169,-14.16,19,57.89%,73.68%,0.500523016512321,0.500523016512321,1,0.00100481517978778
8,Cluster_10452,FUN_012427,ptg000008l:8838189-8859140;2 21;5882 5904,-13.32,20,65.00%,75.00%,0.529159701806931,0.529159701806931,1,0.000446930363158883
9,Cluster_10452,FUN_016008,ptg000010l:477966-508678;2 17;27139 27158,-11.18,15,73.33%,80.00%,0.525376158495412,0.525376158495412,1,0.000499480666878474
10,Cluster_10452,FUN_016008,ptg000010l:477966-508678;2 19;16513 16534,-19.89,17,64.71%,76.47%,0.525376158495412,0.525376158495412,1,0.000499480666878474
11,Cluster_10452,FUN_016008,ptg000010l:477966-508678;2 19;20891 20910,-13.91,17,70.59%,82.35%,0.525376158495412,0.525376158495412,1,0.000499480666878474
12,Cluster_10452,FUN_016008,ptg000010l:477966-508678;2 18;11991 12012,-18.62,16,81.25%,93.75%,0.525376158495412,0.525376158495412,1,0.000499480666878474
13,Cluster_10452,FUN_018764,ptg000012l:13173181-13212105;2 9;10573 10594,-12.31,7,100.00%,100.00%,0.516501508777675,0.516501508777675,1,0.000645025177825499
14,Cluster_10452,FUN_018764,ptg000012l:13173181-13212105;2 18;9634 9655,-12.97,16,62.50%,75.00%,0.516501508777675,0.516501508777675,1,0.000645025177825499
15,Cluster_10452,FUN_018764,ptg000012l:13173181-13212105;2 18;9216 9235,-13.21,16,68.75%,81.25%,0.516501508777675,0.516501508777675,1,0.000645025177825499
16,Cluster_10452,FUN_018764,ptg000012l:13173181-13212105;2 18;19680 19701,-12.65,16,68.75%,75.00%,0.516501508777675,0.516501508777675,1,0.000645025177825499
17,Cluster_10452,FUN_018764,ptg000012l:13173181-13212105;2 19;9768 9790,-14.11,18,66.67%,77.78%,0.516501508777675,0.516501508777675,1,0.000645025177825499
18,Cluster_10452,FUN_018764,ptg000012l:13173181-13212105;2 19;21792 21813,-11.22,17,70.59%,76.47%,0.516501508777675,0.516501508777675,1,0.000645025177825499
19,Cluster_10452,FUN_018764,ptg000012l:13173181-13212105;2 19;37216 37237,-11.22,17,70.59%,76.47%,0.516501508777675,0.516501508777675,1,0.000645025177825499
20,Cluster_10452,FUN_017790,ptg000012l:492629-504317;2 9;10630 10651,-13.95,7,100.00%,100.00%,0.504093312254791,0.504093312254791,1,0.000911758558434344
21,Cluster_10452,FUN_019689,ptg000015l:5112819-5117025;2 19;232 254,-15.98,18,77.78%,83.33%,0.56962280686046,0.56962280686046,1,0.000124890003706671
22,Cluster_10452,FUN_025430,ptg000019l:2504704-2608286;2 21;94993 95012,-16.81,19,63.16%,78.95%,0.554752959819958,0.554752959819958,1,0.000203368559013676
23,Cluster_10452,FUN_026475,ptg000020l:9350518-9360965;2 19;4330 4355,-17.11,21,66.67%,76.19%,0.527586225248995,0.527586225248995,1,0.000468151429972268
24,Cluster_10452,FUN_026475,ptg000020l:9350518-9360965;2 21;3947 3970,-20.21,21,66.67%,80.95%,0.527586225248995,0.527586225248995,1,0.000468151429972268
