,source,target,Alignment,Energy_Kcal_Mol,Al_Len,Subject_Identity,Query_Identity,PCC.cor,PCC_magnitude,PCC_direction,p_value,GO_id
1,Cluster_11565,FUN_003719,ntLink_8:14665340-14714330;2 16;37192 37214,-13.8,15,80.00%,86.67%,0.701315375740303,0.701315375740303,1,4.64121672681544e-07,
2,Cluster_11565,FUN_003719,ntLink_8:14665340-14714330;2 21;1260 1281,-16.64,20,75.00%,85.00%,0.701315375740303,0.701315375740303,1,4.64121672681544e-07,
3,Cluster_11565,FUN_005154,ntLink_8:31874157-31875078;2 21;501 523,-17.18,20,65.00%,80.00%,0.707317580899103,0.707317580899103,1,3.34824529230394e-07,GO:0004930
4,Cluster_11565,FUN_005154,ntLink_8:31874157-31875078;2 21;501 523,-17.18,20,65.00%,80.00%,0.707317580899103,0.707317580899103,1,3.34824529230394e-07,GO:0005886
5,Cluster_11565,FUN_005154,ntLink_8:31874157-31875078;2 21;501 523,-17.18,20,65.00%,80.00%,0.707317580899103,0.707317580899103,1,3.34824529230394e-07,GO:0007186
6,Cluster_11565,FUN_005154,ntLink_8:31874157-31875078;2 21;501 523,-17.18,20,65.00%,80.00%,0.707317580899103,0.707317580899103,1,3.34824529230394e-07,GO:0008188
7,Cluster_11565,FUN_005154,ntLink_8:31874157-31875078;2 21;501 523,-17.18,20,65.00%,80.00%,0.707317580899103,0.707317580899103,1,3.34824529230394e-07,GO:0015629
8,Cluster_11565,FUN_005154,ntLink_8:31874157-31875078;2 21;501 523,-17.18,20,65.00%,80.00%,0.707317580899103,0.707317580899103,1,3.34824529230394e-07,GO:0031628
9,Cluster_11565,FUN_005154,ntLink_8:31874157-31875078;2 21;501 523,-17.18,20,65.00%,80.00%,0.707317580899103,0.707317580899103,1,3.34824529230394e-07,GO:0042277
10,Cluster_11565,FUN_005154,ntLink_8:31874157-31875078;2 21;501 523,-17.18,20,65.00%,80.00%,0.707317580899103,0.707317580899103,1,3.34824529230394e-07,GO:0043408
11,Cluster_11565,FUN_005154,ntLink_8:31874157-31875078;2 21;501 523,-17.18,20,65.00%,80.00%,0.707317580899103,0.707317580899103,1,3.34824529230394e-07,GO:0045761
12,Cluster_11565,FUN_005154,ntLink_8:31874157-31875078;2 21;501 523,-17.18,20,65.00%,80.00%,0.707317580899103,0.707317580899103,1,3.34824529230394e-07,GO:2000479
13,Cluster_11565,FUN_006930,ptg000001l:18432732-18469418;2 21;31026 31045,-15.01,19,63.16%,78.95%,0.723648113745667,0.723648113745667,1,1.32001878495084e-07,GO:0001945
